"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2023";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"8.598.751,90";"43.554.037,88";"35.848.610,82";"1.259.557,53";
"02/2023";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"5.354.065,87";"37.250.844,19";"36.890.522,29";"3.148.967,74";
"04/2023";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"16.214.388,12";"39.058.499,56";"38.846.440,01";"1.513.929,73";
"08/2023";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"38.777.623,14";"3.403.007,03";"60.877.501,21";"950.020,62";
"07/2023";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"4.044.475,70";"43.307.466,45";"53.704.962,06";"1.967.738,38";
"01/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"164.594.666,62";"14.745.032,02";"4.805.337,45";"16.502.318,54";
"02/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"2.391.418,10";"15.035.856,01";"14.865.520,43";"1.251.606,63";
"03/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"1.694.407,39";"15.809.399,50";"15.545.148,47";"1.531.910,21";
"07/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"4.804.027,26";"18.210.118,30";"21.318.454,50";"834.087,09";
"04/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"3.530.830,66";"16.249.564,27";"15.970.353,99";"1.119.565,08";
"06/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"5.264.523,45";"21.855.112,37";"18.026.525,84";"702.948,51";
"05/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"8.355.375,53";"18.025.917,10";"15.349.305,35";"1.013.767,36";
"08/2023";"26000 - Ministério da Educação";"26430 - Instituto Federal do Sertão de Pernambuco";"908.349,35";"1.711.921,30";"25.314.276,53";"495.746,80";
"01/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"293.304.264,92";"23.570.483,57";"7.606.593,71";"23.194.994,22";
"06/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"5.996.933,15";"35.235.487,78";"27.582.294,03";"2.299.962,67";
"03/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"3.138.075,30";"23.943.565,69";"24.123.873,22";"3.844.901,66";
"08/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"3.825.268,07";"1.687.952,78";"35.078.886,10";"785.602,79";
"02/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"2.510.277,56";"23.196.313,18";"23.457.787,62";"2.522.306,10";
"05/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"7.896.655,78";"26.787.753,35";"22.702.254,89";"2.269.241,09";
"04/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"7.211.174,93";"24.292.995,79";"23.772.649,77";"1.815.913,20";
"07/2023";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"4.608.845,83";"27.913.237,34";"35.335.135,78";"1.033.318,22";
"08/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"5.791.606,70";"2.985.762,38";"37.685.746,10";"724.067,87";
"03/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"6.924.308,59";"22.555.773,84";"23.848.308,01";"5.131.650,57";
"07/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"18.677.692,09";"26.654.912,43";"30.543.292,11";"1.496.477,30";
"06/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"6.708.106,56";"31.209.670,28";"26.216.272,94";"1.604.285,26";
"01/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"256.519.035,33";"19.985.800,58";"6.319.445,05";"23.812.955,16";
"02/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"5.243.908,32";"22.593.080,28";"20.177.513,21";"2.690.775,08";
"05/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"18.524.439,04";"25.894.920,30";"22.485.209,01";"4.695.082,66";
"04/2023";"26000 - Ministério da Educação";"26412 - Instituto Federal do Sul de Minas Gerais";"6.730.975,34";"23.686.228,80";"22.700.010,97";"5.014.075,03";
"01/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"225.140.927,05";"15.640.182,86";"3.667.415,18";"20.981.270,81";
"02/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"7.759.431,65";"21.647.671,90";"20.748.614,66";"1.788.553,29";
"05/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"9.952.000,78";"23.570.380,19";"19.737.103,35";"897.330,69";
"06/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"10.407.251,24";"28.052.443,46";"23.612.777,25";"318.567,12";
"04/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"4.339.875,15";"20.516.946,53";"20.038.220,70";"1.084.172,37";
"03/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"5.144.083,04";"19.885.608,23";"20.036.136,46";"3.504.527,24";
"08/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"3.018.498,70";"2.877.718,40";"28.068.965,91";"252.795,99";
"07/2023";"26000 - Ministério da Educação";"26424 - Instituto Federal do Tocantins";"5.130.154,58";"23.656.445,88";"27.931.071,39";"1.472.976,81";
"01/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"251.849.654,81";"18.795.841,31";"6.325.659,59";"21.399.568,13";
"02/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"3.901.632,54";"19.435.451,27";"18.709.070,67";"1.882.771,31";
"06/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"13.806.895,16";"27.851.937,76";"23.133.582,54";"917.368,68";
"03/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"1.624.244,83";"20.010.305,03";"20.500.051,02";"3.144.115,45";
"08/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"317.985,41";"1.558.711,90";"28.950.447,22";"208.556,37";
"05/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"6.403.086,30";"22.671.722,63";"18.811.720,07";"1.003.808,77";
"07/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"3.038.664,47";"23.437.106,44";"27.854.716,22";"622.059,45";
"04/2023";"26000 - Ministério da Educação";"26413 - Instituto Federal do Triângulo Mineiro";"9.858.636,10";"20.184.124,00";"20.098.365,31";"639.931,47";
"08/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"1.268.468,65";"3.446.289,26";"39.499.120,09";"865.871,01";
"02/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"8.196.529,71";"23.945.591,17";"23.521.927,54";"2.490.588,45";
"06/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"29.985.789,73";"34.647.181,72";"29.302.577,09";"1.335.021,53";
"04/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"4.563.169,28";"26.150.245,08";"25.288.642,08";"2.144.345,77";
"07/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"11.120.423,71";"30.120.963,78";"34.571.990,77";"977.923,86";
"05/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"163.355.948,31";"29.372.414,47";"24.996.340,62";"1.606.047,79";
"03/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"83.882.862,85";"24.536.905,66";"25.349.878,17";"4.678.164,98";
"01/2023";"26000 - Ministério da Educação";"26420 - Instituto Federal Farroupilha";"73.857.182,26";"23.274.431,37";"7.789.419,10";"26.756.411,64";
"03/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"7.687.889,00";"33.892.533,92";"33.770.697,22";"5.397.762,73";
"08/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"1.441.082,75";"3.045.243,44";"50.679.321,99";"616.799,48";
"02/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"4.133.156,27";"32.835.294,20";"31.680.336,53";"3.386.527,14";
"01/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"392.776.348,32";"31.459.044,27";"10.041.345,38";"39.791.642,15";
"05/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"8.223.844,74";"38.707.482,19";"33.113.991,48";"2.305.839,52";
"04/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"3.567.277,93";"35.684.435,91";"33.550.370,52";"2.597.542,97";
"07/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"14.766.601,21";"39.629.020,04";"50.587.376,31";"2.072.557,19";
"06/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"9.410.613,85";"46.377.066,00";"33.859.944,15";"728.127,96";
"07/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.502.211,04";"31.051.995,19";"35.967.919,93";"2.018.774,68";
"04/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"25.948.831,50";"28.136.332,37";"26.476.958,36";"1.753.573,67";
"08/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"3.613.204,69";"4.182.273,83";"36.273.343,23";"507.013,78";
"02/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"3.812.227,39";"25.241.274,40";"24.862.337,68";"2.085.530,72";
"03/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.701.638,01";"27.755.053,47";"27.536.099,41";"5.104.330,98";
"06/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.930.171,15";"35.880.055,81";"28.544.304,23";"1.460.648,19";
"01/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"312.901.663,82";"24.436.951,37";"9.033.351,50";"30.673.855,28";
"05/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"8.723.028,83";"31.726.308,73";"30.213.357,12";"2.467.175,77";
"04/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"259.600.548,65";"38.404.636,16";"38.377.723,49";"756.328,48";
"07/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"6.548.199,23";"43.624.526,36";"50.645.915,21";"634.324,21";
"02/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"3.737.086,13";"36.866.506,20";"35.874.245,26";"6.278.703,85";
"06/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"14.087.935,88";"50.813.340,03";"38.255.928,91";"1.031.888,35";
"03/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"5.155.605,04";"38.353.707,12";"39.012.357,94";"3.011.693,46";
"08/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"115.483.167,25";"2.311.726,84";"59.771.905,00";"41.154,13";
"05/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"12.011.167,32";"42.441.282,38";"35.243.994,72";"1.441.195,66";
"01/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"113.212.051,72";"36.047.448,07";"11.761.609,24";"38.419.470,74";
"08/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"72.503,74";"1.694.732,92";"40.311.216,98";"0,00";
"02/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"162.024.590,67";"26.145.193,35";"26.640.800,07";"1.172.696,34";
"01/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"34.641.319,50";"25.677.649,67";"8.863.964,22";"24.007.918,36";
"03/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"5.577.919,72";"28.889.393,88";"28.883.206,48";"782.073,80";
"06/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"15.584.191,75";"37.739.210,00";"26.479.381,91";"2.073.292,98";
"05/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"309.979,98";"31.198.076,53";"26.631.670,20";"199.090,72";
"04/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"33.767.576,35";"27.901.053,71";"27.788.359,27";"1.079.658,99";
"07/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"98.403.429,26";"30.770.856,30";"38.495.062,09";"600,60";
"02/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"176.167.801,53";"96.108.907,13";"94.867.085,99";"11.319.656,98";
"01/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"1.201.342.924,56";"91.950.929,50";"19.450.381,88";"92.021.417,25";
"05/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"25.263.540,02";"113.675.940,46";"103.087.954,28";"19.021.198,82";
"08/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"58.907.039,26";"11.807.625,93";"176.717.364,92";"6.922.671,75";
"07/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"19.982.349,20";"135.174.155,00";"172.774.526,32";"5.126.897,29";
"04/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"34.953.724,06";"107.002.834,02";"103.869.538,18";"8.086.821,17";
"06/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"116.629.816,25";"150.313.636,95";"111.075.356,48";"24.826.184,78";
"03/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"- 138.504.540,66";"105.137.553,54";"104.844.186,62";"18.195.973,37";
"01/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"109.338.750,82";"7.435.659,63";"2.508.326,75";"136.406.241,65";
"08/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"30.301.213,79";"11.147.998,15";"20.334.946,26";"50.997,00";
"04/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"106.236.317,46";"18.560.268,00";"19.352.917,65";"51.781.884,88";
"03/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"173.007.980,58";"23.254.563,54";"20.794.807,63";"29.918.833,26";
"02/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"62.551.734,87";"9.862.628,39";"10.199.043,08";"65.150.355,44";
"07/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"316.819.144,02";"23.871.145,09";"26.234.130,58";"780.343,68";
"06/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"64.234.662,89";"30.826.998,87";"28.509.569,76";"27.420.761,40";
"05/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"66.147.107,07";"27.470.409,09";"27.168.214,20";"37.028.591,26";
"03/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"62.174.653,94";"58.593.748,54";"59.354.560,70";"824.722,51";
"07/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"213.770.374,52";"63.624.904,74";"70.686.866,58";"255.266,10";
"01/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"22.969.362,93";"22.858.819,33";"7.090.007,76";"26.015.264,19";
"02/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"84.952.090,89";"74.814.926,86";"73.417.621,31";"5.758.721,45";
